;CLASSE;INDICE;DATE_TIME;X_TELA;Y_TELA;X_MOUSE;Y_MOUSE;V4;V5;V6;V7;NOME;REGIAO_TELA;X_REGIAO_MEDIO_TELA;Y_REGIAO_MEDIO_TELA
0;1.0;15.0;2022-04-10 14:12:52.217;834.0;462.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;1;834.0;462.0
1;1.0;16.0;2022-04-10 14:12:52.278;837.0;637.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;2;834.0;462.0
2;1.0;17.0;2022-04-10 14:12:52.339;844.0;632.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;2;837.0;637.0
3;1.0;18.0;2022-04-10 14:12:52.414;839.0;625.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;2;837.0;637.0
4;1.0;19.0;2022-04-10 14:12:52.460;846.0;629.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;2;837.0;637.0
5;1.0;20.0;2022-04-10 14:12:52.519;844.0;618.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;2;837.0;637.0
6;1.0;21.0;2022-04-10 14:12:52.567;882.0;369.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;3;837.0;637.0
7;1.0;22.0;2022-04-10 14:12:52.617;894.0;240.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;4;882.0;369.0
8;1.0;23.0;2022-04-10 14:12:52.661;899.0;220.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;4;894.0;240.0
9;1.0;24.0;2022-04-10 14:12:52.715;905.0;214.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;5;894.0;240.0
10;1.0;25.0;2022-04-10 14:12:52.764;903.0;206.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;5;905.0;214.0
11;1.0;26.0;2022-04-10 14:12:52.818;900.0;208.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;5;905.0;214.0
12;1.0;27.0;2022-04-10 14:12:52.872;904.0;207.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;5;905.0;214.0
13;1.0;28.0;2022-04-10 14:12:52.920;907.0;204.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;5;905.0;214.0
14;1.0;29.0;2022-04-10 14:12:52.982;909.0;206.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;5;905.0;214.0
15;1.0;30.0;2022-04-10 14:12:53.061;906.0;207.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;5;905.0;214.0
16;1.0;31.0;2022-04-10 14:12:53.111;909.0;197.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;5;905.0;214.0
17;1.0;32.0;2022-04-10 14:12:53.157;921.0;138.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;6;905.0;214.0
18;1.0;33.0;2022-04-10 14:12:53.216;931.0;107.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;7;921.0;138.0
19;1.0;34.0;2022-04-10 14:12:53.260;932.0;96.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;7;931.0;107.0
20;1.0;35.0;2022-04-10 14:12:53.313;928.0;91.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;7;931.0;107.0
21;1.0;36.0;2022-04-10 14:12:53.357;933.0;92.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;7;931.0;107.0
22;1.0;37.0;2022-04-10 14:12:53.412;924.0;90.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;7;931.0;107.0
23;1.0;38.0;2022-04-10 14:12:53.467;920.0;89.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;7;931.0;107.0
24;1.0;39.0;2022-04-10 14:12:53.515;926.0;91.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;7;931.0;107.0
25;1.0;40.0;2022-04-10 14:12:53.559;981.0;97.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;8;931.0;107.0
26;1.0;41.0;2022-04-10 14:12:53.609;1034.0;101.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;9;981.0;97.0
27;1.0;42.0;2022-04-10 14:12:53.651;1048.0;103.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;9;1034.0;101.0
28;1.0;43.0;2022-04-10 14:12:53.699;1051.0;101.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;9;1034.0;101.0
29;1.0;44.0;2022-04-10 14:12:53.757;1032.0;219.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;10;1034.0;101.0
30;1.0;45.0;2022-04-10 14:12:53.815;1032.0;219.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;10;1032.0;219.0
31;1.0;46.0;2022-04-10 14:12:53.862;708.0;617.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;11;1032.0;219.0
32;1.0;47.0;2022-04-10 14:12:53.922;821.0;789.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;12;708.0;617.0
33;1.0;48.0;2022-04-10 14:12:53.980;838.0;800.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;12;821.0;789.0
34;1.0;49.0;2022-04-10 14:12:54.031;839.0;803.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;12;821.0;789.0
35;1.0;50.0;2022-04-10 14:12:54.078;838.0;811.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;12;821.0;789.0
36;1.0;51.0;2022-04-10 14:12:54.123;838.0;815.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;13;821.0;789.0
37;1.0;52.0;2022-04-10 14:12:54.182;777.0;755.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;14;838.0;815.0
38;1.0;53.0;2022-04-10 14:12:54.224;319.0;181.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;15;777.0;755.0
39;1.0;54.0;2022-04-10 14:12:54.279;215.0;31.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;16;319.0;181.0
40;1.0;55.0;2022-04-10 14:12:54.327;209.0;23.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;16;215.0;31.0
41;1.0;56.0;2022-04-10 14:12:54.404;196.0;19.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;16;215.0;31.0
42;1.0;57.0;2022-04-10 14:12:54.465;-15.0;30.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;17;215.0;31.0
43;1.0;58.0;2022-04-10 14:12:54.527;-52.0;30.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;18;-15.0;30.0
44;1.0;59.0;2022-04-10 14:12:54.591;-54.0;26.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;18;-52.0;30.0
45;1.0;60.0;2022-04-10 14:12:54.658;-43.0;23.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;18;-52.0;30.0
46;1.0;61.0;2022-04-10 14:12:54.723;1167.0;49.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;19;-52.0;30.0
47;1.0;62.0;2022-04-10 14:12:54.788;1311.0;50.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;20;1167.0;49.0
48;1.0;63.0;2022-04-10 14:12:54.839;1315.0;53.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;20;1311.0;50.0
49;1.0;64.0;2022-04-10 14:12:54.896;1318.0;51.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;20;1311.0;50.0
50;1.0;65.0;2022-04-10 14:12:54.954;1317.0;49.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;20;1311.0;50.0
51;1.0;66.0;2022-04-10 14:12:55.013;1292.0;58.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;20;1311.0;50.0
52;1.0;67.0;2022-04-10 14:12:55.075;1093.0;203.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;21;1311.0;50.0
53;1.0;68.0;2022-04-10 14:12:55.132;1001.0;267.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;22;1093.0;203.0
54;1.0;69.0;2022-04-10 14:12:55.213;990.0;281.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;22;1001.0;267.0
55;1.0;70.0;2022-04-10 14:12:55.269;986.0;282.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;22;1001.0;267.0
56;1.0;71.0;2022-04-10 14:12:55.338;986.0;281.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;22;1001.0;267.0
57;1.0;72.0;2022-04-10 14:12:55.417;988.0;281.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;22;1001.0;267.0
58;1.0;73.0;2022-04-10 14:12:55.471;990.0;276.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;22;1001.0;267.0
59;1.0;74.0;2022-04-10 14:12:55.523;990.0;276.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;22;1001.0;267.0
60;1.0;75.0;2022-04-10 14:12:55.577;1078.0;252.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;23;1001.0;267.0
61;1.0;76.0;2022-04-10 14:12:55.622;1963.0;49.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;24;1078.0;252.0
62;1.0;77.0;2022-04-10 14:12:55.676;1963.0;49.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;24;1963.0;49.0
63;1.0;78.0;2022-04-10 14:12:55.727;1963.0;49.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;24;1963.0;49.0
64;1.0;79.0;2022-04-10 14:12:55.776;1963.0;49.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;24;1963.0;49.0
65;1.0;80.0;2022-04-10 14:12:55.828;1963.0;49.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;24;1963.0;49.0
66;1.0;81.0;2022-04-10 14:12:55.878;1597.0;235.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;25;1963.0;49.0
67;1.0;82.0;2022-04-10 14:12:55.927;1185.0;372.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;26;1597.0;235.0
68;1.0;83.0;2022-04-10 14:12:55.978;1006.0;432.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;27;1185.0;372.0
69;1.0;84.0;2022-04-10 14:12:56.026;972.0;442.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;28;1006.0;432.0
70;1.0;85.0;2022-04-10 14:12:56.074;967.0;441.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;28;972.0;442.0
71;1.0;86.0;2022-04-10 14:12:56.116;964.0;438.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;28;972.0;442.0
72;1.0;87.0;2022-04-10 14:12:56.167;964.0;436.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;28;972.0;442.0
73;1.0;88.0;2022-04-10 14:12:56.216;965.0;435.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;28;972.0;442.0
74;1.0;89.0;2022-04-10 14:12:56.266;968.0;433.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;28;972.0;442.0
75;1.0;90.0;2022-04-10 14:12:56.324;972.0;435.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;28;972.0;442.0
76;1.0;91.0;2022-04-10 14:12:56.374;952.0;444.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;28;972.0;442.0
77;1.0;92.0;2022-04-10 14:12:56.423;810.0;480.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;29;972.0;442.0
78;1.0;93.0;2022-04-10 14:12:56.481;733.0;498.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;30;810.0;480.0
79;1.0;94.0;2022-04-10 14:12:56.524;712.0;507.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;30;733.0;498.0
80;1.0;95.0;2022-04-10 14:12:56.583;700.0;524.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;31;733.0;498.0
81;1.0;96.0;2022-04-10 14:12:56.637;693.0;529.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;31;700.0;524.0
82;1.0;97.0;2022-04-10 14:12:56.689;688.0;530.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;31;700.0;524.0
83;1.0;98.0;2022-04-10 14:12:56.735;685.0;530.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;31;700.0;524.0
84;1.0;99.0;2022-04-10 14:12:56.780;684.0;532.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;31;700.0;524.0
85;1.0;100.0;2022-04-10 14:12:56.830;683.0;534.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;31;700.0;524.0
86;1.0;101.0;2022-04-10 14:12:56.873;683.0;533.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;31;700.0;524.0
87;1.0;102.0;2022-04-10 14:12:56.919;688.0;530.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;31;700.0;524.0
88;1.0;103.0;2022-04-10 14:12:56.965;742.0;528.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;32;700.0;524.0
89;1.0;104.0;2022-04-10 14:12:57.025;801.0;524.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;33;742.0;528.0
90;1.0;105.0;2022-04-10 14:12:57.081;826.0;527.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;34;801.0;524.0
91;1.0;106.0;2022-04-10 14:12:57.140;831.0;524.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;34;826.0;527.0
92;1.0;107.0;2022-04-10 14:12:57.211;841.0;525.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;34;826.0;527.0
93;1.0;108.0;2022-04-10 14:12:57.280;842.0;525.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;34;826.0;527.0
94;1.0;109.0;2022-04-10 14:12:57.338;844.0;525.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;34;826.0;527.0
95;1.0;110.0;2022-04-10 14:12:57.392;951.0;440.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;35;826.0;527.0
96;1.0;111.0;2022-04-10 14:12:57.447;1044.0;363.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;36;951.0;440.0
97;1.0;112.0;2022-04-10 14:12:57.495;1067.0;344.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;36;1044.0;363.0
98;1.0;113.0;2022-04-10 14:12:57.556;1070.0;334.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;37;1044.0;363.0
99;1.0;114.0;2022-04-10 14:12:57.605;1048.0;177.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;38;1070.0;334.0
100;1.0;115.0;2022-04-10 14:12:57.659;1033.0;-157.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;39;1048.0;177.0
101;1.0;116.0;2022-04-10 14:12:57.725;1033.0;-157.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;39;1033.0;-157.0
102;1.0;117.0;2022-04-10 14:12:57.790;1033.0;-157.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;39;1033.0;-157.0
103;1.0;118.0;2022-04-10 14:12:57.855;1033.0;-157.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;39;1033.0;-157.0
104;1.0;119.0;2022-04-10 14:12:57.938;872.0;435.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;40;1033.0;-157.0
105;1.0;120.0;2022-04-10 14:12:58.010;869.0;473.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;41;872.0;435.0
106;1.0;121.0;2022-04-10 14:12:58.078;874.0;471.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;41;869.0;473.0
107;1.0;122.0;2022-04-10 14:12:58.131;874.0;471.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;41;869.0;473.0
108;1.0;123.0;2022-04-10 14:12:58.186;873.0;479.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;41;869.0;473.0
109;1.0;124.0;2022-04-10 14:12:58.256;882.0;477.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;41;869.0;473.0
110;1.0;125.0;2022-04-10 14:12:58.309;932.0;482.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;42;869.0;473.0
111;1.0;126.0;2022-04-10 14:12:58.360;945.0;481.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;42;932.0;482.0
112;1.0;127.0;2022-04-10 14:12:58.416;958.0;481.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;43;932.0;482.0
113;1.0;128.0;2022-04-10 14:12:58.461;962.0;483.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;43;958.0;481.0
114;1.0;129.0;2022-04-10 14:12:58.517;964.0;485.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;43;958.0;481.0
115;1.0;130.0;2022-04-10 14:12:58.568;968.0;486.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;43;958.0;481.0
116;1.0;131.0;2022-04-10 14:12:58.639;969.0;483.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;43;958.0;481.0
117;1.0;132.0;2022-04-10 14:12:58.692;970.0;483.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;43;958.0;481.0
118;1.0;133.0;2022-04-10 14:12:58.754;974.0;481.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;43;958.0;481.0
119;1.0;134.0;2022-04-10 14:12:58.800;975.0;482.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;43;958.0;481.0
120;1.0;135.0;2022-04-10 14:12:58.858;973.0;482.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;43;958.0;481.0
121;1.0;136.0;2022-04-10 14:12:58.908;718.0;577.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;44;958.0;481.0
122;1.0;137.0;2022-04-10 14:12:58.960;562.0;631.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;45;718.0;577.0
123;1.0;138.0;2022-04-10 14:12:59.022;536.0;636.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;46;562.0;631.0
124;1.0;139.0;2022-04-10 14:12:59.080;533.0;635.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;46;536.0;636.0
125;1.0;140.0;2022-04-10 14:12:59.146;587.0;633.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;47;536.0;636.0
126;1.0;141.0;2022-04-10 14:12:59.198;900.0;651.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;48;587.0;633.0
127;1.0;142.0;2022-04-10 14:12:59.254;1012.0;646.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;49;900.0;651.0
128;1.0;143.0;2022-04-10 14:12:59.299;1033.0;642.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;49;1012.0;646.0
129;1.0;144.0;2022-04-10 14:12:59.354;1040.0;640.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;50;1012.0;646.0
130;1.0;145.0;2022-04-10 14:12:59.410;976.0;666.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;51;1040.0;640.0
131;1.0;146.0;2022-04-10 14:12:59.460;943.0;680.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;52;976.0;666.0
132;1.0;147.0;2022-04-10 14:12:59.519;916.0;697.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;53;943.0;680.0
133;1.0;148.0;2022-04-10 14:12:59.574;904.0;696.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;53;916.0;697.0
134;1.0;149.0;2022-04-10 14:12:59.623;1129.0;609.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;54;916.0;697.0
135;1.0;150.0;2022-04-10 14:12:59.675;1549.0;362.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;55;1129.0;609.0
136;1.0;151.0;2022-04-10 14:12:59.728;1629.0;320.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;56;1549.0;362.0
137;1.0;152.0;2022-04-10 14:12:59.790;1635.0;312.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;56;1629.0;320.0
138;1.0;153.0;2022-04-10 14:12:59.848;1663.0;348.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;57;1629.0;320.0
139;1.0;154.0;2022-04-10 14:12:59.914;1680.0;361.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;57;1663.0;348.0
140;1.0;155.0;2022-04-10 14:12:59.981;1685.0;364.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;57;1663.0;348.0
141;1.0;156.0;2022-04-10 14:13:00.048;1691.0;368.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;58;1663.0;348.0
142;1.0;157.0;2022-04-10 14:13:00.124;1697.0;375.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;58;1691.0;368.0
143;1.0;158.0;2022-04-10 14:13:00.205;1704.0;378.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;58;1691.0;368.0
144;1.0;159.0;2022-04-10 14:13:00.272;1718.0;379.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;59;1691.0;368.0
145;1.0;160.0;2022-04-10 14:13:00.328;1723.0;381.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;59;1718.0;379.0
146;1.0;161.0;2022-04-10 14:13:00.376;1724.0;383.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;59;1718.0;379.0
147;1.0;162.0;2022-04-10 14:13:00.451;1728.0;387.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;59;1718.0;379.0
148;1.0;163.0;2022-04-10 14:13:00.534;1732.0;386.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;59;1718.0;379.0
149;1.0;164.0;2022-04-10 14:13:00.611;1736.0;390.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;59;1718.0;379.0
150;1.0;165.0;2022-04-10 14:13:00.694;1738.0;395.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;59;1718.0;379.0
151;1.0;166.0;2022-04-10 14:13:00.756;1733.0;409.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;60;1718.0;379.0
152;1.0;167.0;2022-04-10 14:13:00.813;1733.0;413.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;60;1733.0;409.0
153;1.0;168.0;2022-04-10 14:13:00.864;1735.0;415.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;60;1733.0;409.0
154;1.0;169.0;2022-04-10 14:13:00.921;1736.0;418.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;60;1733.0;409.0
155;1.0;170.0;2022-04-10 14:13:00.974;1736.0;422.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;60;1733.0;409.0
156;1.0;171.0;2022-04-10 14:13:01.060;1733.0;423.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;60;1733.0;409.0
157;1.0;172.0;2022-04-10 14:13:01.130;1734.0;423.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;60;1733.0;409.0
158;1.0;173.0;2022-04-10 14:13:01.183;1731.0;422.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;60;1733.0;409.0
159;1.0;174.0;2022-04-10 14:13:01.247;1730.0;422.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;60;1733.0;409.0
160;1.0;175.0;2022-04-10 14:13:01.299;1728.0;421.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;60;1733.0;409.0
161;1.0;176.0;2022-04-10 14:13:01.349;1725.0;419.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;60;1733.0;409.0
162;1.0;177.0;2022-04-10 14:13:01.408;1723.0;416.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;60;1733.0;409.0
163;1.0;178.0;2022-04-10 14:13:01.456;1718.0;413.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;60;1733.0;409.0
164;1.0;179.0;2022-04-10 14:13:01.512;1713.0;411.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;60;1733.0;409.0
165;1.0;180.0;2022-04-10 14:13:01.567;1711.0;409.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;60;1733.0;409.0
166;1.0;181.0;2022-04-10 14:13:01.619;1710.0;408.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;60;1733.0;409.0
167;1.0;182.0;2022-04-10 14:13:01.677;1709.0;407.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;60;1733.0;409.0
168;1.0;183.0;2022-04-10 14:13:01.739;1709.0;405.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;60;1733.0;409.0
169;1.0;184.0;2022-04-10 14:13:01.787;1708.0;404.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;60;1733.0;409.0
170;1.0;185.0;2022-04-10 14:13:01.846;1707.0;401.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;61;1733.0;409.0
171;1.0;186.0;2022-04-10 14:13:01.909;1707.0;399.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;61;1707.0;401.0
172;1.0;187.0;2022-04-10 14:13:01.964;1705.0;397.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;61;1707.0;401.0
173;1.0;188.0;2022-04-10 14:13:02.029;1706.0;394.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;61;1707.0;401.0
174;1.0;189.0;2022-04-10 14:13:02.084;1706.0;389.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;61;1707.0;401.0
175;1.0;190.0;2022-04-10 14:13:02.137;1705.0;389.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;61;1707.0;401.0
176;1.0;191.0;2022-04-10 14:13:02.184;1708.0;390.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;61;1707.0;401.0
177;1.0;192.0;2022-04-10 14:13:02.242;1709.0;389.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;61;1707.0;401.0
178;1.0;193.0;2022-04-10 14:13:02.287;1708.0;387.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;61;1707.0;401.0
179;1.0;194.0;2022-04-10 14:13:02.350;1711.0;386.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;61;1707.0;401.0
180;1.0;195.0;2022-04-10 14:13:02.397;1710.0;386.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;61;1707.0;401.0
181;1.0;196.0;2022-04-10 14:13:02.451;1711.0;384.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;61;1707.0;401.0
182;1.0;197.0;2022-04-10 14:13:02.499;1712.0;383.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;61;1707.0;401.0
183;1.0;198.0;2022-04-10 14:13:02.569;1711.0;384.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;61;1707.0;401.0
184;1.0;199.0;2022-04-10 14:13:02.643;1486.0;423.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;62;1707.0;401.0
185;1.0;200.0;2022-04-10 14:13:02.722;502.0;587.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;63;1486.0;423.0
186;1.0;201.0;2022-04-10 14:13:02.785;476.0;587.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;64;502.0;587.0
187;1.0;202.0;2022-04-10 14:13:02.844;478.0;585.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;64;476.0;587.0
188;1.0;203.0;2022-04-10 14:13:02.905;478.0;587.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;64;476.0;587.0
189;1.0;204.0;2022-04-10 14:13:02.964;480.0;585.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;64;476.0;587.0
190;1.0;205.0;2022-04-10 14:13:03.014;480.0;584.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;64;476.0;587.0
191;1.0;206.0;2022-04-10 14:13:03.083;481.0;585.0;817.0;554.0;0.0;0.0;0.0;1.0;Edu;64;476.0;587.0
